Round,Table,Players,Decks,Winner
Round 6,96,"jordyyyy He/Him
Georges Turcotte He/Him","Izzet Spellementals
Dimir Reanimator",jordyyyy won 2-1-0
Round 6,97,"KelS3
tannerzinck","Sultai Reanimator
Boros Aggro",KelS3 won 2-0-0
Round 6,98,"Todder007 He/Him
daceris","Simic Ouroboroid
Izzet Lessons",daceris won 2-0-0
Round 6,99,"kranity
LemonHawk","Boros Dragons
Dimir Reanimator",kranity won 2-0-0
Round 6,100,"Adham Momen
Luca Cherpillod","Azorius Tempo
Sultai Reanimator",Luca Cherpillod won 2-0-0
Round 7,1,"Zoza
Matthew Stefans","Mono-Green Landfall
Mono-Green Landfall",Zoza won 2-1-0
Round 7,2,"Elliot Fortier He/They
Cameron Sweetnam","Mono-Green Landfall
4C Elementals",Elliot Fortier won 2-0-0
Round 7,3,"SashaFarenyuk He/Him
Gavin Bennett He/Him","Simic Rhythm
W-U-B-R Control",Gavin Bennett won 2-0-0
Round 7,4,"Gabriel Bernier He/Him
James Lloyd","Dimir Midrange
Izzet Spellementals",James Lloyd won 2-1-0
Round 7,5,"David Schnayer He/Him
Chris Yao","Izzet Elementals
Temur Landfall",Chris Yao won 2-0-0
Round 7,6,"Alexandre Livernoche He/Him
Mason Wong He/Him","Boros Dragons
Izzet Spellementals",Mason Wong won 2-0-0
Round 7,7,"Ryan Primdahl He/Him
Winnie Bowser She/Her","Izzet Prowess
Simic Ouroboroid",Winnie Bowser won 2-1-0
Round 7,8,"Kody Fanara He/Him
Kody Lyons He/Him","Izzet Spellementals
Temur Prowess",Kody Fanara won 2-0-0
Round 7,9,"Adrian Shalchi He/Him
january She/Her","Izzet Prowess
Mono-Green Landfall",january won 2-1-0
Round 7,10,"PhilipLi
Alyssa Oatridge She/Her","Dimir Bounce
Boros Dragons",PhilipLi won 2-1-0
Round 7,11,"EllieThePurple She/Her
Nam Dang","Jeskai Control
Izzet Lessons",Nam Dang won 2-0-0
Round 7,12,"Brian Bonnell He/Him
Dustyn Nogueira He/Him","Izzet Elementals
Dimir Demons",Brian Bonnell won 2-0-0
Round 7,13,"Jameslam He/Him
FlameStrata","Izzet Prowess
Azorius Tempo",FlameStrata won 2-0-0
Round 7,14,"Tyler White
ilovegoblins","W-U-B-R Control
Mono-Red Aggro",Tyler White won 2-1-0
Round 7,15,"Steven Fiebelkorn He/Him
Brock Read","Izzet Prowess
Mono-Black Demons",Steven Fiebelkorn won 2-1-0
Round 7,16,"Mark Weedon He/Him
Ken Darlington He/Him","Dimir Demons
Dimir Midrange",Ken Darlington won 2-0-0
Round 7,17,"Terrence Johnstone He/Him
HappySandwich He/Him","Rakdos Monument
Mono-Green Landfall",Terrence Johnstone won 2-1-0
Round 7,18,"NeilsonZhang
Jack Potter He/Him","Dimir Midrange
Simic Ouroboroid",NeilsonZhang won 2-0-0
Round 7,19,"Adam Bruni He/Him
TommyG09","Izzet Prowess
Izzet Blink",TommyG09 won 2-0-0
Round 7,20,"Jonathan_Hsu He/Him
Farrell Pujokusumo He/Him","Bant Airbending
Dimir Control",Farrell Pujokusumo won 2-0-0
Round 7,21,"Rin Porter She/They
Kyle Gellert He/Him","Izzet Elementals
Jeskai Lessons",Kyle Gellert won 2-1-0
Round 7,22,"MicO3
Willam He/Him","Izzet Elementals
Mono-Green Landfall",Willam won 2-0-0
Round 7,23,"GordonTonner
Kendrick Monreal He/Him","Mono-Green Landfall
Simic Rhythm",GordonTonner won 2-1-0
Round 7,24,"Phillip Hurst He/Him
Brian Ly","Dimir Demons
Sultai Reanimator",Phillip Hurst won 2-1-0
Round 7,25,"Matthew Beattie He/Him
Avery Shoemaker","Simic Rhythm
Simic Rhythm",Matthew Beattie won 2-1-0
Round 7,26,"george ren
Jonathan Delos Trinos","Dimir Doomsday
Temur Landfall",george ren won 2-1-0
Round 7,27,"Alexandre Furstenberger He/Him
NathanielK They/Them","Bant Rhythm
Izzet Lessons",Alexandre Furstenberger won 2-0-0
Round 7,28,"Mathew Stein He/Him
Andrew Kidston","Izzet Lessons
Izzet Lessons",Andrew Kidston won 2-1-0
Round 7,29,"Burke Horst He/Him
Joshua Saruga He/They","Mono-Green Landfall
Mono-Red Aggro",Burke Horst won 2-0-0
Round 7,30,"Sarah England She/Her
Kevin Anctil He/Him","Mono-Red Aggo
Mono-Green Landfall",Kevin Anctil won 2-0-0
Round 7,31,"Alex12
Caleb Shannon He/Him","Golgari
Bant Airbending",Alex12 won 2-1-0
Round 7,32,"AlexMacIsaac He/Him
Nicholas Shott","U-B-R-G Prowess
Izzet Prowess",AlexMacIsaac won 2-1-0
Round 7,33,"HectorMoses He/Him
Asha Mills Emmett They/Them","Mono-Red Aggro
Izzet Prowess",HectorMoses won 2-1-0
Round 7,34,"keithcapstick
Luca Cherpillod","Mono-Green Landfall
Sultai Reanimator",Luca Cherpillod won 2-0-0
Round 7,35,"Kris Wishinski
yizl1","Mono-White
Izzet Lessons",Kris Wishinski won 2-0-0
Round 7,36,"Nikola Drazenovic He/They
Kasey Fanara","Izzet Lessons
Boros Dragons",Kasey Fanara won 2-1-0
Round 7,37,"Linden Koot He/Him
StevenU He/Him","Dimir Bounce
Azorius Control",StevenU won 2-1-0
Round 7,38,"Delamar Singh
Roberto Cibrian Stockbridge He/Him","Boros Dragons
Izzet Spellementals",Roberto Cibrian Stockbridge won 2-1-0
Round 7,39,"Markus Thibeau He/Him
danielooo He/Him","Grixis Monument
Mono-Green Landfall",Markus Thibeau won 2-0-0
Round 7,40,"TJ Kimmie He/Him
Noel Robin He/Him","Jeskai Control
Izzet Midrange",Noel Robin won 2-0-0
Round 7,41,"MaxWinkelman
Peter Shmanka He/Him","Temur Prowess
Dimir Midrange",Peter Shmanka won 2-0-0
Round 7,42,"Randall Litman
Tate Smith He/They","Izzet Spellementals
Dimir Midrange",Randall Litman won 2-1-0
Round 7,43,"MarG
Edgar Magalhaes","Jeskai Control
Dimir Control",MarG won 2-0-0
Round 7,44,"Alan Christopher
Jericho Aguilar","Mono-Green Landfall
Esper Reanimator",Alan Christopher won 2-0-0
Round 7,45,"Noel Herbert He/Him
Rob Stach","4c Elementals
Izzet Spellementals",Rob Stach won 2-1-0
Round 7,46,"quinn pollock She/Her
Derek Pite","W-U-B-R Midrange
Izzet Lessons",Derek Pite won 2-0-0
Round 7,47,"Tyler Simon
Xiao Yu (Roy) Yang He/Him","Izzet Prowess
Dimir Midrange",Xiao Yu (Roy) Yang won 2-1-0
Round 7,48,"Sugar Shane
mgraesslin","Mono-Black Demons
Temur Landfall",Sugar Shane won 2-0-0
Round 7,49,"WhatTheHeck
Jason Clark He/Him","Sultai Reanimator
Dimir Demons",1-1-0 Draw
Round 7,50,"Synaru
Andrea Smith She/Her","Mono-Green Landfall
Mono-Green Landfall",Andrea Smith won 2-1-0
Round 7,51,"Chris Stevens
Omar B","Azorius Tempo
Dimir Midrange",Omar B won 2-1-0
Round 7,52,"Young Zhou
skranbets","Mono-Green Landfall
Izzet Prowess",Young Zhou won 2-1-0
Round 7,53,"James Berglund
Peter Handy He/Him","Izzet Spellementals
Izzet Lessons",Peter Handy won 2-0-0
Round 7,54,"Graham Gibb He/Him
Erik Yzeiri","Dimir Midrange
Grixis Monument",Erik Yzeiri won 2-0-0
Round 7,55,"Tecklin
Bryce Hawkins He/They","Temur Combo
Izzet Lessons",Tecklin won 2-0-0
Round 7,56,"Ian Hancock He/Him
ChrI6 He/Him","Rakdos Aggro
W-U-B-G Reanimator",ChrI6 won 2-0-0
Round 7,57,"Ben Sobol
Spencer Shaw Jaworek He/Him","Naya Yuna
Jeskai Control",Spencer Shaw Jaworek won 2-0-0
Round 7,58,"Rae Aurelia She/Her
Michael Knie","Golgari Ouroboroid
Temur Omniscience",Michael Knie won 2-0-0
Round 7,59,"ValentineW He/Him
Mazianos","Dimir Midrange
Dimir Demons",Mazianos won 2-1-0
Round 7,60,"Simone Maletto He/Him
Liam Hoban He/Him","Sultai Ouroboroid
Dimir Control",Simone Maletto won 2-1-0
Round 7,61,"Julian David He/Him
Arun Jolly Marlier He/Him","Izzet Lessons
Dimir Demons",Julian David won 2-1-0
Round 7,62,"Kevin Besta He/Him
Tobias Roos","Izzet Prowess
Mono-Green Landfall",Tobias Roos won 2-1-0
Round 7,63,"BestSmurgNA
Davey Noble He/Him","Dimir Demons
Izzet Spellementals",BestSmurgNA won 2-0-0
Round 7,64,"Théo Jacques-Griffin He/Him
YarrMorgan He/Him","Temur Prowess
Rakdos Monument",YarrMorgan won 2-0-0
Round 7,65,"Draven Jolicoeur He/Him
RyanDesmarais","Sultai Reanimator
Mono-Green Landfall",Draven Jolicoeur won 2-0-0
Round 7,66,"Zykles
Andy Peters He/Him","Jeskai Control
Izzet Lessons",Zykles won 2-1-0
Round 7,67,"Olive Reed She/Her
Marcus King He/Him","Dimir Midrange
Golgari Combo",Olive Reed won 2-0-0
Round 7,68,"Matthew Baros-Steyl He/Him
ShandroMcassey","Izzet Prowess
Dimir Midrange",Matthew Baros-Steyl won 2-0-0
Round 7,69,"John Vanderby
Sean Hunter He/Him","Izzet Lessons
Dimir Midrange",John Vanderby won 2-1-0
Round 7,70,"Alex Aitken He/Him
davinates He/They","Temur Prowess
Azorius Tempo",davinates won 2-1-0
Round 7,71,"Mel Woods They/Them
BorosBen","W-U-B-R-G Allies
Boros Dragons",BorosBen won 2-1-0
Round 7,72,"Jozef Telecki
Matthew Hyndman He/Him","Izzet Lessons
Temur Landfall",Matthew Hyndman won 2-1-0
Round 7,73,"Dawson Courson He/Him
Daniel Fournier He/Him","Dimir Doomsday
Mono-Green Landfall",Daniel Fournier won 2-0-0
Round 7,74,"Kyle Miller He/Him
awilliams999","Izzet Elementals
Izzet Spellementals",awilliams999 won 2-1-0
Round 7,75,"Brady Kiesling
Anthony Lee He/Him","Mono-Green Landfall
Temur Prowess",Anthony Lee won 2-0-0
Round 7,76,"Sheldon Sequeira
jordyyyy He/Him","Dimir Midrange
Izzet Spellementals",jordyyyy won 2-0-0
Round 7,77,"outskip
Jonathon Miller","Simic Midrange
Jeskai Control",outskip won 2-0-0
Round 7,78,"Jules brown He/Him
Mark Patton He/Him","Orzhov Control
Dimir Doomsday",Jules brown won 2-0-0
Round 7,79,"MicC26
Nemanja Karadzic","Simic Rhythm
Mono-Green Landfall",MicC26 won 2-0-0
Round 7,80,"BraB85
Peebnut","5C Rhythm
Boros Dragons",Peebnut won 2-0-0
Round 7,81,"DevW1
James Stevenson He/Him","Dimir Midrange
Dimir Midrange",DevW1 won 2-0-0
Round 7,82,"ryan putigna He/Him
Anthony Soon","Dimir Midrange
Dimir Doomsday",ryan putigna won 2-0-0
Round 7,83,"Drew Weber
Brian Wong He/Him","Azorius Tempo
Azorius Tempo",Drew Weber won 2-0-0
Round 7,84,"KelS3
EriW28","Sultai Reanimator
U-B-R-G Reanimator",EriW28 won 2-0-0
Round 7,85,"Nick Newburg
daceris","Dimir Demons
Izzet Lessons",daceris won 2-0-0
Round 7,86,"JJazokas
Georges Turcotte He/Him","Jeskai Control
Dimir Reanimator",Georges Turcotte won 2-1-0
Round 7,87,"tannerzinck
LemonHawk","Boros Aggro
Dimir Reanimator",tannerzinck won 2-0-0
Round 8,-,LemonHawk,Dimir Reanimator,LemonHawk was assigned a bye
Round 8,1,"Zoza
Elliot Fortier He/They","Mono-Green Landfall
Mono-Green Landfall",Zoza won 2-0-0
Round 8,2,"Gavin Bennett He/Him
James Lloyd","W-U-B-R Control
Izzet Spellementals",James Lloyd won 2-1-0
Round 8,3,"Matthew Stefans
Kody Fanara He/Him","Mono-Green Landfall
Izzet Spellementals",Matthew Stefans won 2-0-0
Round 8,4,"Chris Yao
PhilipLi","Temur Landfall
Dimir Bounce",PhilipLi won 2-1-0
Round 8,5,"january She/Her
Nam Dang","Mono-Green Landfall
Izzet Lessons",january won 2-1-0
Round 8,6,"Brian Bonnell He/Him
Winnie Bowser She/Her","Izzet Elementals
Simic Ouroboroid",Brian Bonnell won 2-1-0
Round 8,7,"Brock Read
Kendrick Monreal He/Him","Mono-Black Demons
Simic Rhythm",Kendrick Monreal won 2-0-0
Round 8,8,"Steven Fiebelkorn He/Him
FlameStrata","Izzet Prowess
Azorius Tempo",FlameStrata won 2-0-0
Round 8,9,"Cameron Sweetnam
Phillip Hurst He/Him","4C Elementals
Dimir Demons",Phillip Hurst won 2-1-0
Round 8,10,"Kris Wishinski
Andrew Kidston","Mono-White
Izzet Lessons",Andrew Kidston won 2-0-0
Round 8,11,"Terrence Johnstone He/Him
Ken Darlington He/Him","Rakdos Monument
Dimir Midrange",Terrence Johnstone won 2-0-0
Round 8,12,"Burke Horst He/Him
Alyssa Oatridge She/Her","Mono-Green Landfall
Boros Dragons",Burke Horst won 2-0-0
Round 8,13,"Luca Cherpillod
StevenU He/Him","Sultai Reanimator
Azorius Control",Luca Cherpillod won 2-1-0
Round 8,14,"Willam He/Him
Kyle Gellert He/Him","Mono-Green Landfall
Jeskai Lessons",Kyle Gellert won 2-1-0
Round 8,15,"AlexMacIsaac He/Him
David Schnayer He/Him","U-B-R-G Prowess
Izzet Elementals",David Schnayer won 2-1-0
Round 8,16,"Ryan Primdahl He/Him
SashaFarenyuk He/Him","Izzet Prowess
Simic Rhythm",SashaFarenyuk won 2-1-0
Round 8,17,"TommyG09
Markus Thibeau He/Him","Izzet Blink
Grixis Monument",TommyG09 won 2-0-0
Round 8,18,"Farrell Pujokusumo He/Him
Adrian Shalchi He/Him","Dimir Control
Izzet Prowess",Farrell Pujokusumo won 2-0-0
Round 8,19,"Roberto Cibrian Stockbridge He/Him
Kasey Fanara","Izzet Spellementals
Boros Dragons",Kasey Fanara won 2-0-0
Round 8,20,"Kevin Anctil He/Him
Matthew Beattie He/Him","Mono-Green Landfall
Simic Rhythm",Matthew Beattie won 2-1-0
Round 8,21,"EllieThePurple She/Her
george ren","Jeskai Control
Dimir Doomsday",EllieThePurple won 2-1-0
Round 8,22,"Gabriel Bernier He/Him
Alexandre Furstenberger He/Him","Dimir Midrange
Bant Rhythm",Alexandre Furstenberger won 2-1-0
Round 8,23,"Kody Lyons He/Him
Alexandre Livernoche He/Him","Temur Prowess
Boros Dragons",Alexandre Livernoche won 2-0-0
Round 8,24,"GordonTonner
NeilsonZhang","Mono-Green Landfall
Dimir Midrange",NeilsonZhang won 2-0-0
Round 8,25,"Dustyn Nogueira He/Him
HectorMoses He/Him","Dimir Demons
Mono-Red Aggro",HectorMoses won 2-0-0
Round 8,26,"Randall Litman
WhatTheHeck","Izzet Spellementals
Sultai Reanimator",WhatTheHeck won 2-0-0
Round 8,27,"MarG
Noel Robin He/Him","Jeskai Control
Izzet Midrange",Noel Robin won 2-1-0
Round 8,28,"Peter Shmanka He/Him
mgraesslin","Dimir Midrange
Temur Landfall",Peter Shmanka won 2-0-0
Round 8,29,"Simone Maletto He/Him
HappySandwich He/Him","Sultai Ouroboroid
Mono-Green Landfall",Simone Maletto won 2-0-0
Round 8,30,"Jameslam He/Him
ChrI6 He/Him","Izzet Prowess
W-U-B-G Reanimator",ChrI6 won 2-0-0
Round 8,31,"Mark Weedon He/Him
Julian David He/Him","Dimir Demons
Izzet Lessons",Mark Weedon won 2-1-0
Round 8,32,"Sarah England She/Her
MicO3","Mono-Red Aggo
Izzet Elementals",Sarah England won 2-1-0
Round 8,33,"Zykles
YarrMorgan He/Him","Jeskai Control
Rakdos Monument",YarrMorgan won 2-0-0
Round 8,34,"NathanielK They/Them
Linden Koot He/Him","Izzet Lessons
Dimir Bounce",Linden Koot won 2-0-0
Round 8,35,"Peter Handy He/Him
Andrea Smith She/Her","Izzet Lessons
Mono-Green Landfall",Andrea Smith won 2-0-0
Round 8,36,"Joshua Saruga He/They
Derek Pite","Mono-Red Aggro
Izzet Lessons",Joshua Saruga won 2-1-0
Round 8,37,"Alex12
Brian Ly","Golgari
Sultai Reanimator",Brian Ly won 2-1-0
Round 8,38,"Tobias Roos
Jonathan_Hsu He/Him","Mono-Green Landfall
Bant Airbending",Jonathan_Hsu won 2-1-0
Round 8,39,"Olive Reed She/Her
Matthew Hyndman He/Him","Dimir Midrange
Temur Landfall",Matthew Hyndman won 2-0-0
Round 8,40,"BestSmurgNA
Omar B","Dimir Demons
Dimir Midrange",BestSmurgNA won 2-0-0
Round 8,41,"Asha Mills Emmett They/Them
Tyler White","Izzet Prowess
W-U-B-R Control",Asha Mills Emmett won 2-0-0
Round 8,42,"Rob Stach
Mathew Stein He/Him","Izzet Spellementals
Izzet Lessons",Rob Stach won 2-1-0
Round 8,43,"Tecklin
Avery Shoemaker","Temur Combo
Simic Rhythm",Tecklin won 2-1-0
Round 8,44,"Michael Knie
Adam Bruni He/Him","Temur Omniscience
Izzet Prowess",Michael Knie won 2-0-0
Round 8,45,"yizl1
Xiao Yu (Roy) Yang He/Him","Izzet Lessons
Dimir Midrange",Xiao Yu (Roy) Yang won 2-1-0
Round 8,46,"Jack Potter He/Him
Erik Yzeiri","Simic Ouroboroid
Grixis Monument",Jack Potter won 2-1-0
Round 8,47,"Nicholas Shott
Matthew Baros-Steyl He/Him","Izzet Prowess
Izzet Prowess",Matthew Baros-Steyl won 2-0-0
Round 8,48,"Mason Wong He/Him
Sugar Shane","Izzet Spellementals
Mono-Black Demons",Mason Wong won 2-1-0
Round 8,49,"Jason Clark He/Him
Alan Christopher","Dimir Demons
Mono-Green Landfall",Jason Clark won 2-0-0
Round 8,50,"Rin Porter She/They
Spencer Shaw Jaworek He/Him","Izzet Elementals
Jeskai Control",Rin Porter won 2-0-0
Round 8,51,"Mazianos
BorosBen","Dimir Demons
Boros Dragons",BorosBen won 2-0-0
Round 8,52,"John Vanderby
keithcapstick","Izzet Lessons
Mono-Green Landfall",John Vanderby won 2-0-0
Round 8,53,"Young Zhou
davinates He/They","Mono-Green Landfall
Azorius Tempo",Young Zhou won 2-0-0
Round 8,54,"awilliams999
Draven Jolicoeur He/Him","Izzet Spellementals
Sultai Reanimator",awilliams999 won 2-1-0
Round 8,55,"Nikola Drazenovic He/They
Delamar Singh","Izzet Lessons
Boros Dragons",Nikola Drazenovic won 2-1-0
Round 8,56,"Daniel Fournier He/Him
Jonathan Delos Trinos","Mono-Green Landfall
Temur Landfall",Jonathan Delos Trinos won 2-1-0
Round 8,57,"Anthony Lee He/Him
outskip","Temur Prowess
Simic Midrange",Anthony Lee won 2-1-0
Round 8,58,"Jules brown He/Him
jordyyyy He/Him","Orzhov Control
Izzet Spellementals",jordyyyy won 2-1-0
Round 8,59,"TJ Kimmie He/Him
RyanDesmarais","Jeskai Control
Mono-Green Landfall",RyanDesmarais won 2-1-0
Round 8,60,"daceris
MicC26","Izzet Lessons
Simic Rhythm",daceris won 2-0-0
Round 8,61,"Jericho Aguilar
Kevin Besta He/Him","Esper Reanimator
Izzet Prowess",Jericho Aguilar won 2-0-0
Round 8,62,"Liam Hoban He/Him
ilovegoblins","Dimir Control
Mono-Red Aggro",Liam Hoban won 2-0-0
Round 8,63,"Ian Hancock He/Him
Andy Peters He/Him","Rakdos Aggro
Izzet Lessons",Ian Hancock won 2-1-0
Round 8,64,"ShandroMcassey
Alex Aitken He/Him","Dimir Midrange
Temur Prowess",Alex Aitken won 2-0-0
Round 8,65,"DevW1
Théo Jacques-Griffin He/Him","Dimir Midrange
Temur Prowess",DevW1 won 2-0-0
Round 8,66,"skranbets
Synaru","Izzet Prowess
Mono-Green Landfall",Synaru won 2-1-0
Round 8,67,"Drew Weber
Rae Aurelia She/Her","Azorius Tempo
Golgari Ouroboroid",Rae Aurelia won 2-0-0
Round 8,68,"EriW28
Marcus King He/Him","U-B-R-G Reanimator
Golgari Combo",Marcus King won 2-0-0
Round 8,69,"Arun Jolly Marlier He/Him
Jozef Telecki","Dimir Demons
Izzet Lessons",Arun Jolly Marlier won 2-1-0
Round 8,70,"ryan putigna He/Him
ValentineW He/Him","Dimir Midrange
Dimir Midrange",ryan putigna won 2-0-0
Round 8,71,"Georges Turcotte He/Him
tannerzinck","Dimir Reanimator
Boros Aggro",tannerzinck won 2-1-0
Round 8,72,"Brian Wong He/Him
KelS3","Azorius Tempo
Sultai Reanimator",KelS3 won 2-0-0
Round 8,73,"Nemanja Karadzic
JJazokas","Mono-Green Landfall
Jeskai Control",Nemanja Karadzic won 2-1-0
Round 9,1,"Zoza
Mason Wong He/Him","Mono-Green Landfall
Izzet Spellementals",Zoza won 2-0-0
Round 9,2,"James Lloyd
january She/Her","Izzet Spellementals
Mono-Green Landfall",january won 2-1-0
Round 9,3,"PhilipLi
Matthew Stefans","Dimir Bounce
Mono-Green Landfall",Matthew Stefans won 2-1-0
Round 9,4,"Brian Bonnell He/Him
Elliot Fortier He/They","Izzet Elementals
Mono-Green Landfall",Elliot Fortier won 2-0-0
Round 9,5,"FlameStrata
NeilsonZhang","Azorius Tempo
Dimir Midrange",FlameStrata won 2-1-0
Round 9,6,"Chris Yao
Matthew Beattie He/Him","Temur Landfall
Simic Rhythm",Matthew Beattie won 2-1-0
Round 9,7,"Andrew Kidston
TommyG09","Izzet Lessons
Izzet Blink",Andrew Kidston won 2-1-0
Round 9,8,"Kasey Fanara
Phillip Hurst He/Him","Boros Dragons
Dimir Demons",Kasey Fanara won 2-1-0
Round 9,9,"Farrell Pujokusumo He/Him
HectorMoses He/Him","Dimir Control
Mono-Red Aggro",HectorMoses won 2-1-0
Round 9,10,"Terrence Johnstone He/Him
Kody Fanara He/Him","Rakdos Monument
Izzet Spellementals",Kody Fanara won 2-1-0
Round 9,11,"SashaFarenyuk He/Him
David Schnayer He/Him","Simic Rhythm
Izzet Elementals",David Schnayer won 2-0-0
Round 9,12,"EllieThePurple She/Her
Burke Horst He/Him","Jeskai Control
Mono-Green Landfall",EllieThePurple won 2-1-0
Round 9,13,"Nam Dang
Gavin Bennett He/Him","Izzet Lessons
W-U-B-R Control",Nam Dang won 2-1-0
Round 9,14,"Alexandre Furstenberger He/Him
Winnie Bowser She/Her","Bant Rhythm
Simic Ouroboroid",Alexandre Furstenberger won 2-1-0
Round 9,15,"Luca Cherpillod
Alexandre Livernoche He/Him","Sultai Reanimator
Boros Dragons",Luca Cherpillod won 2-1-0
Round 9,16,"Kyle Gellert He/Him
Peter Shmanka He/Him","Jeskai Lessons
Dimir Midrange",Kyle Gellert won 2-0-0
Round 9,17,"Cameron Sweetnam
WhatTheHeck","4C Elementals
Sultai Reanimator",WhatTheHeck won 2-1-0
Round 9,18,"RyanDesmarais
Erik Yzeiri","Mono-Green Landfall
Grixis Monument",Erik Yzeiri won 2-1-0
Round 9,19,"davinates He/They
Liam Hoban He/Him","Azorius Tempo
Dimir Control",davinates won 2-0-0
Round 9,20,"Roberto Cibrian Stockbridge He/Him
Nikola Drazenovic He/They","Izzet Spellementals
Izzet Lessons",Roberto Cibrian Stockbridge won 2-0-0
Round 9,21,"AlexMacIsaac He/Him
Kris Wishinski","U-B-R-G Prowess
Mono-White",Kris Wishinski won 2-0-0
Round 9,22,"Simone Maletto He/Him
Xiao Yu (Roy) Yang He/Him","Sultai Ouroboroid
Dimir Midrange",Xiao Yu (Roy) Yang won 2-0-0
Round 9,23,"Matthew Hyndman He/Him
Young Zhou","Temur Landfall
Mono-Green Landfall",Young Zhou won 2-1-0
Round 9,24,"Tecklin
awilliams999","Temur Combo
Izzet Spellementals",awilliams999 won 2-0-0
Round 9,25,"Sarah England She/Her
John Vanderby","Mono-Red Aggo
Izzet Lessons",Sarah England won 2-0-0
Round 9,26,"Jonathan Delos Trinos
StevenU He/Him","Temur Landfall
Azorius Control",StevenU won 2-0-0
Round 9,27,"Asha Mills Emmett They/Them
Markus Thibeau He/Him","Izzet Prowess
Grixis Monument",Asha Mills Emmett won 2-0-0
Round 9,28,"BestSmurgNA
Alyssa Oatridge She/Her","Dimir Demons
Boros Dragons",Alyssa Oatridge won 2-1-0
Round 9,29,"ChrI6 He/Him
Ryan Primdahl He/Him","W-U-B-G Reanimator
Izzet Prowess",Ryan Primdahl won 2-1-0
Round 9,30,"Jack Potter He/Him
Adrian Shalchi He/Him","Simic Ouroboroid
Izzet Prowess",Jack Potter won 2-1-0
Round 9,31,"Andrea Smith She/Her
Dustyn Nogueira He/Him","Mono-Green Landfall
Dimir Demons",Andrea Smith won 2-1-0
Round 9,32,"Gabriel Bernier He/Him
Mark Weedon He/Him","Dimir Midrange
Dimir Demons",Mark Weedon won 2-1-0
Round 9,33,"Kevin Anctil He/Him
Rob Stach","Mono-Green Landfall
Izzet Spellementals",Kevin Anctil won 2-0-0
Round 9,34,"GordonTonner
Anthony Lee He/Him","Mono-Green Landfall
Temur Prowess",Anthony Lee won 2-1-0
Round 9,35,"Kendrick Monreal He/Him
Kody Lyons He/Him","Simic Rhythm
Temur Prowess",Kody Lyons won 2-0-0
Round 9,36,"Jonathan_Hsu He/Him
Michael Knie","Bant Airbending
Temur Omniscience",Michael Knie won 2-0-0
Round 9,37,"BorosBen
Brian Ly","Boros Dragons
Sultai Reanimator",BorosBen won 2-1-0
Round 9,38,"YarrMorgan He/Him
Willam He/Him","Rakdos Monument
Mono-Green Landfall",YarrMorgan won 2-1-0
Round 9,39,"Linden Koot He/Him
Rin Porter She/They","Dimir Bounce
Izzet Elementals",Rin Porter won 2-0-0
Round 9,40,"Joshua Saruga He/They
Matthew Baros-Steyl He/Him","Mono-Red Aggro
Izzet Prowess",Joshua Saruga won 2-1-0
Round 9,41,"george ren
Ken Darlington He/Him","Dimir Doomsday
Dimir Midrange",george ren won 2-1-0
Round 9,42,"jordyyyy He/Him
Jameslam He/Him","Izzet Spellementals
Izzet Prowess",jordyyyy won 2-1-0
Round 9,43,"MarG
Alan Christopher","Jeskai Control
Mono-Green Landfall",Alan Christopher won 2-0-0
Round 9,44,"Peter Handy He/Him
Arun Jolly Marlier He/Him","Izzet Lessons
Dimir Demons",Peter Handy won 2-0-0
Round 9,45,"Adam Bruni He/Him
Draven Jolicoeur He/Him","Izzet Prowess
Sultai Reanimator",Adam Bruni won 2-0-0
Round 9,46,"Delamar Singh
yizl1","Boros Dragons
Izzet Lessons",Delamar Singh won 2-1-0
Round 9,47,"Omar B
ryan putigna He/Him","Dimir Midrange
Dimir Midrange",ryan putigna won 2-0-0
Round 9,48,"Noel Robin He/Him
Sugar Shane","Izzet Midrange
Mono-Black Demons",Noel Robin won 2-0-0
Round 9,49,"Steven Fiebelkorn He/Him
Jason Clark He/Him","Izzet Prowess
Dimir Demons",Steven Fiebelkorn won 2-1-0
Round 9,50,"Alex12
Rae Aurelia She/Her","Golgari
Golgari Ouroboroid",Rae Aurelia won 2-1-0
Round 9,51,"DevW1
Synaru","Dimir Midrange
Mono-Green Landfall",DevW1 won 2-0-0
Round 9,52,"Olive Reed She/Her
Jericho Aguilar","Dimir Midrange
Esper Reanimator",Olive Reed won 2-0-0
Round 9,53,"Marcus King He/Him
TJ Kimmie He/Him","Golgari Combo
Jeskai Control",Marcus King won 2-0-0
Round 9,54,"Jules brown He/Him
skranbets","Orzhov Control
Izzet Prowess",skranbets won 2-1-0
Round 9,55,"Théo Jacques-Griffin He/Him
KelS3","Temur Prowess
Sultai Reanimator",Théo Jacques-Griffin won 2-0-0
Round 9,56,"Nemanja Karadzic
Drew Weber","Mono-Green Landfall
Azorius Tempo",Nemanja Karadzic won 2-0-0
Round 9,57,"tannerzinck
EriW28","Boros Aggro
U-B-R-G Reanimator",tannerzinck won 2-1-0
Round 9,58,"Georges Turcotte He/Him
Brian Wong He/Him","Dimir Reanimator
Azorius Tempo",Brian Wong won 2-0-0
Round 9,59,"LemonHawk
JJazokas","Dimir Reanimator
Jeskai Control",JJazokas won 1-0-0
Round 10,1,"Zoza
january She/Her","Mono-Green Landfall
Mono-Green Landfall",january won 2-1-0
