Round,Table,Players,Decks,Winner
Round 5,21,"Jayme He/Him
aloaiza23","Boros Aggro
Jund Aggro",aloaiza23 won 2-0-0
Round 5,22,"Lucas Fernandes He/Him
Agustin Colombo He/Him","Simic Ouroboroid
Dimir Demons",Lucas Fernandes won 2-0-0
Round 5,23,"Gasser Abdeslam He/Him
Mario Palma He/Him","Izzet Otters
W-U-B-R-G",Mario Palma won 2-0-0
Round 5,24,"Isael Feitosa He/Him
magic_zaraka He/Him","Mono-Green Aggro
Gruul Landfall",Isael Feitosa won 2-1-0
Round 5,25,"Xandre_Borges_
Lucas Hervás","Dimir
Mono-Green Landfall",Lucas Hervás won 2-1-0
Round 5,26,"magicmam
Davi Mangolin Filho He/Him","Mono-Green Aggro
Bant Combo",Davi Mangolin Filho won 2-1-0
Round 5,27,"El_Comediante He/Him
Rodrigo Pinheiro He/Him","Temur Combo
Azorius Tempo",Rodrigo Pinheiro won 2-0-0
Round 5,28,"Thiago Saporito He/Him
Freddy Paredes [Team Dominus] He/Him","Dimir Midrange
Dimir Midrange",Thiago Saporito won 2-0-0
Round 5,29,"Siiu911
Charlesz","Mono-Green Landfall
Izzet Lessons",Siiu911 won 2-0-0
Round 5,30,"Martin Dominguez
João Jorge Sales Junior","Gruul Aggro
Dimir Control",Martin Dominguez won 2-0-0
Round 5,31,"ailechan
SrLukas158 He/Him","Dimir Tempo
Boros Dragons",SrLukas158 won 2-1-0
Round 5,32,"p4nch020 He/Him
Pedro Gonzalez He/Him","Azorius Tempo
Azorius Control",Pedro Gonzalez won 2-1-0
Round 5,33,"Carvallo Tomas
Ariel Cicchitti","Temur
Dimir Demons",Ariel Cicchitti won 2-1-0
Round 5,34,"Sebastián Silva
André Faustino","Simic Aggro
Dimir Demons",Sebastián Silva won 2-0-0
Round 5,35,"Andres Vásquez
JoanCoussy","Gruul Landfall
Temur Midrange",1-1-0 Draw
Round 5,36,"Dustyn_Aranda He/Him
CaioAraujo999 He/Him","Dimir Demons
Izzet Tempo",CaioAraujo999 won 2-1-0
Round 5,37,"gabrielstone
Carlos Morales U","Simic Ouroboroid
Izzet Lessons",Carlos Morales U won 2-0-0
Round 5,38,"Agustin Diaz He/Him
guiadissy","Jeskai Control
Temur",guiadissy won 2-1-0
Round 5,39,"_ZNT_
DarioVergara He/Him","Izzet Lessons
W-U-R-G Omniscience",_ZNT_ won 2-0-0
Round 5,40,"LordSoth03
Andrés Camargo","Sultai
Gruul Landfall",Andrés Camargo won 2-1-0
Round 5,41,"Brahiam
tony15974","Azorius Tempo
Izzet Midrange",Brahiam won 2-1-0
Round 5,42,"Jimmyto Lara He/They
MarcoAurelioLima He/Him","Dimir Midrange
W-U-B-G Ouroboroid",MarcoAurelioLima won 2-1-0
Round 5,43,"AdamSchwartz
Fellipe Emar He/Him","Dimir Midrange
Sultai Reanimator",Fellipe Emar won 2-1-0
Round 5,44,"MaximilianKalm
Mauricio Iriarte Valenzuela","Mono-Green Landfall
Dimir Midrange",Mauricio Iriarte Valenzuela won 2-1-0
Round 5,45,"Mendez He/Him
Spribnow","Izzet
Dimir Control",1-1-0 Draw
Round 5,46,"MARCOSHBF He/Him
Fernando Passos","Mono-Green Landfall
W-U-B-G Midrange",MARCOSHBF won 2-1-0
Round 5,47,"alikaik11 He/Him
zerokangs He/Him","Dimir Midrange
Sultai Midrange",zerokangs won 2-1-0
Round 5,48,"Antonio Lucas Longo
Manuel Quiroga","Izzet Combo
Mono-Red Aggro",Manuel Quiroga won 2-0-0
Round 5,49,"Eljuano He/Him
CarlosR41","Mono-Green Landfall
Rakdos Monument",Eljuano won 2-1-0
Round 5,50,"Emanuel Sutter He/Him
Viniimato He/Him","Azorius
Jeskai Artifacts",Emanuel Sutter won 2-0-0
Round 5,51,"André Ramos Lima
Gibaft","Boros Aggro
Sultai Reanimator",André Ramos Lima won 2-1-0
Round 5,52,"Thiago Valle dos Santos He/Him
Daniel Moncada Tabares","Bant Ouroboroid
Grixis Reanimator",Thiago Valle dos Santos won 2-0-0
Round 5,53,"Marcos Paredes He/Him
FelipePola","Mono-Green Aggro
Mono-Red Aggro",Marcos Paredes won 2-0-0
Round 5,54,"Erichartman
Gabriel Castelo Garcia He/Him","Izzet
Izzet Lessons",Gabriel Castelo Garcia won 2-1-0
Round 5,55,"hachenova
KaszD3G He/Him","Izzet Midrange
W-U-B-R-G Aggro",hachenova won 2-1-0
Round 5,56,"Pedro Paulo Albuquerque Caraciolo He/They
guisantana2","Dimir Demons
Azorius Tempo",Pedro Paulo Albuquerque Caraciolo won 2-0-0
Round 5,57,"Rastaf
EduCarSan","Dimir Demons
Jeskai",Rastaf won 2-1-0
Round 5,58,"Gustavo Fischer He/Him
Daniel Fernandez [TeamDominus] They/Them","Selesnya Landfall
Izzet Blink",Gustavo Fischer won 2-1-0
Round 5,59,"kbsAA
shootMeInTheLeg","Jeskai Control
Izzet Aggro",kbsAA won 2-0-0
Round 5,60,"Diego Galaz
Ismael Lessa He/Him","Izzet Lessons
Dimir Tempo",Ismael Lessa won 2-0-0
Round 5,61,"Juan Cruz Rodriguez Berjolis He/Him
Yulios","Dimir Midrange
Dimir Midrange",Juan Cruz Rodriguez Berjolis won 2-0-0
Round 5,62,"Sebastian Cantor
Marcelo López Lagos","Mono-Red Aggro
Dimir",Marcelo López Lagos won 2-0-0
Round 5,63,"Javier Núñez He/Him
Denis Cabral Barbosa Dias He/Him","Gruul Landfall
Boros Dragons",Javier Núñez won 2-0-0
Round 5,64,"Lauro Olsen He/Him
Felipe Schnyder","Dimir Control
Simic Aggro",Felipe Schnyder won 2-0-0
Round 5,65,"Danilo Almeida
Rudá dos Reis He/Him","Rakdos Monument
Izzet Lessons",Danilo Almeida won 2-1-0
Round 5,66,"Francisco Bertomeu
Julio Bejarano Espejo He/Him","Izzet
Dimir Midrange",Francisco Bertomeu won 2-1-0
Round 5,67,"Christian Calcano
Mariano de Gregorio He/Him","Izzet Lessons
Dimir Midrange",Christian Calcano won 2-0-0
Round 5,68,"AlexBanacloy
Camilo Niño","Boros Aggro
Dimir Tempo",Camilo Niño won 2-0-0
Round 5,69,"Lucas Lupatini He/Him
Andres Cifuentes He/Him","Dimir Midrange
Azorius Flash",Lucas Lupatini won 2-0-0
Round 5,70,"Pablo Cuello He/Him
julianofofo","Dimir Combo
Mono-Red Aggro",julianofofo won 2-1-0
Round 5,71,"ThiagoPG
Andyu He/Him","Dimir
Dimir Midrange",1-1-1 Draw
Round 5,72,"gabriel martinez He/Him
🙉 Caio Errerias He/Him","Mono-Green Midrange
Jeskai Control",gabriel martinez won 2-1-0
Round 5,73,"hendrik21
Prezin He/Him","Dimir Midrange
Dimir Control",Prezin won 2-1-0
Round 5,74,"Agnaldo dos Santos Teixeira Junior Gnarr
criacuna21","Dimir Control
Jeskai Control",criacuna21 won 2-1-0
Round 5,75,"GUSTAVO CORAIOLA He/Him
Lucas Rodriguez","Mono-Green Landfall
Izzet Aggro",GUSTAVO CORAIOLA won 2-1-0
Round 5,76,"RodolfoZuinConstantino He/Him
Francisco Gonzalez","Bant Combo
Izzet Prowess",RodolfoZuinConstantino won 2-1-0
Round 5,77,"Jhonatan Restrepo He/Him
Estêvão Rudi Arntz","Izzet Control
Izzet Lessons",Jhonatan Restrepo won 2-1-0
Round 5,78,"RODRIGOO
Rodrigo Muñoz Gómez He/Him","Mono-White Tokens
Boros Aggro",RODRIGOO won 2-0-0
Round 5,79,"NicoDays She/They
NicholasPohren He/Him","Izzet Aggro
Dimir Control",NicoDays won 2-1-0
Round 5,80,"Andre Hassan
Diego Quintero","Grixis Demons
Izzet",Diego Quintero won 2-0-0
Round 5,81,"Francisco ignacio andres Vargas ortiz He/Him
Francisco Vega","Izzet Monument
Rakdos Midrange",Francisco ignacio andres Vargas ortiz won 2-0-0
Round 5,82,"LuGoCa
oscarlevel152","Temur Combo
Dimir",oscarlevel152 won 2-1-0
Round 5,83,"Bruno Volpato
Carlos Medina He/Him","Gruul Aggro
Dimir Combo",Bruno Volpato won 2-0-0
Round 5,84,"Mateus de Carvalho He/Him
Walter Coquemala Filho He/Him","Jeskai Control
Temur Combo",Mateus de Carvalho won 2-0-0
Round 5,85,"lshiga
Leonardo Lambiasi He/Him","Mono-Green
Temur Combo",lshiga won 2-1-0
Round 5,86,"Guilherme Guedes He/Him
LuckZebra He/Him","Sultai Reanimator
Jeskai Artifacts",LuckZebra won 2-0-0
Round 5,87,"JMoreirasn He/Him
CamiloRojas","Izzet Tempo
Dimir Tempo",1-1-0 Draw
Round 5,88,"Tiago Bittencourt
TIAGO PINHEIRO","Izzet Tempo
Azorius Tempo",TIAGO PINHEIRO won 2-0-0
Round 5,89,"Bastian Muñoz Pizarro He/Him
Mircho","Azorius Control
Golgari Midrange",Mircho won 2-0-0
Round 5,90,"Adrien Venancio He/Him
LucasRJ","Simic Ouroboroid
Izzet Lessons",Adrien Venancio won 2-0-0
Round 5,91,"Thiago Odasaki
lobao","Temur
Golgari",lobao won 2-1-0
Round 6,1,"Thiago Souza He/Him
ariranhasx","Izzet Lessons
Dimir Demons",ariranhasx won 2-1-0
Round 6,2,"Adriano Melo
Borreguinhas He/Him","Izzet Lessons
Mono-Green Landfall",Borreguinhas won 2-1-0
Round 6,3,"Victor Santos Esquici
GuillermoLoli","Dimir Combo
Mono-Green Landfall",GuillermoLoli won 2-0-0
Round 6,4,"Jorge Aguirre He/Him
Luis Navas Flores He/Him","Azorius Tempo
Mono-Red Aggro",Luis Navas Flores won 2-0-0
Round 6,5,"Isael Feitosa He/Him
aloaiza23","Mono-Green Aggro
Jund Aggro",Isael Feitosa won 2-0-0
Round 6,6,"julianpastoriza
Mario Palma He/Him","Jeskai Control
W-U-B-R-G",julianpastoriza won 2-1-0
Round 6,7,"Lucas Fernandes He/Him
Rodrigo Pinheiro He/Him","Simic Ouroboroid
Azorius Tempo",Rodrigo Pinheiro won 2-1-0
Round 6,8,"Siiu911
Marco Figueroa He/Him","Mono-Green Landfall
Boros Dragons",Siiu911 won 2-0-0
Round 6,9,"Patricio Roman
Everton Julian Silva Goulart He/Him","Izzet Lessons
Rakdos Aggro",Patricio Roman won 2-1-0
Round 6,10,"Thiago Saporito He/Him
Diego Eneas Garcia He/Him","Dimir Midrange
Bant Airbending",Diego Eneas Garcia won 2-0-0
Round 6,11,"Rastaf
Sebasmoncada He/Him","Dimir Demons
Izzet Monument",Rastaf won 2-1-0
Round 6,12,"Gabriel Fehr He/Him
Pedro Paulo Albuquerque Caraciolo He/They","Dimir Demons
Dimir Demons",Gabriel Fehr won 2-1-0
Round 6,13,"Martin Dominguez
JaackySalvati","Gruul Aggro
Izzet",Martin Dominguez won 2-0-0
Round 6,14,"Marcelo Rodrigues Cavalcante He/Him
RALC","Dimir Midrange
Dimir",RALC won 2-1-0
Round 6,15,"Davi Mangolin Filho He/Him
Carlos Torrico He/Him","Bant Combo
Dimir Tempo",Carlos Torrico won 2-0-0
Round 6,16,"Lucas Hervás
JOAO QUEGE","Mono-Green Landfall
Boros Dragons",JOAO QUEGE won 2-0-0
Round 6,17,"Dihuen He/Him
LuisVenegas He/Him","Dimir Reanimator
Izzet Lessons",LuisVenegas won 2-0-0
Round 6,18,"Emiliano Passoni
Pedro Gonzalez He/Him","Gruul Landfall
Azorius Control",Emiliano Passoni won 2-0-0
Round 6,19,"SrLukas158 He/Him
SirClaudio He/They","Boros Dragons
Dimir Tempo",SirClaudio won 2-0-0
Round 6,20,"Sebastián Silva
Ariel Cicchitti","Simic Aggro
Dimir Demons",Sebastián Silva won 2-1-0
Round 6,21,"Jhohan Mauricio Herrera Molina He/Him
camilo Diaz Pineda","Dimir Midrange
Simic Aggro",camilo Diaz Pineda won 2-0-0
Round 6,22,"axeljami
Xandre_Borges_","Mono-Green Aggro
Dimir",1-1-0 Draw
Round 6,23,"tchuco He/Him
Camilo Niño","Golgari Midrange
Dimir Tempo",Camilo Niño won 2-0-0
Round 6,24,"Marcelo López Lagos
guiadissy","Dimir
Temur",Marcelo López Lagos won 2-0-0
Round 6,25,"hachenova
Marcos Paredes He/Him","Izzet Midrange
Mono-Green Aggro",Marcos Paredes won 2-1-0
Round 6,26,"Ricardo Ramos
magicmam","Simic Ouroboroid
Mono-Green Aggro",Ricardo Ramos won 2-1-0
Round 6,27,"Jonas Antunes He/Him
Diego Almeida He/Him","Dimir Combo
Rakdos Monument",Jonas Antunes won 2-1-0
Round 6,28,"Brahiam
magic_zaraka He/Him","Azorius Tempo
Gruul Landfall",magic_zaraka won 2-0-0
Round 6,29,"Jayme He/Him
Manuel Quiroga","Boros Aggro
Mono-Red Aggro",Manuel Quiroga won 2-1-0
Round 6,30,"Gustavo Fischer He/Him
Emanuel Sutter He/Him","Selesnya Landfall
Azorius",Emanuel Sutter won 2-1-0
Round 6,31,"EduCarSan
Rodrigo Muñoz","Jeskai
Azorius",Rodrigo Muñoz won 2-1-0
Round 6,32,"Ismael Lessa He/Him
_ZNT_","Dimir Tempo
Izzet Lessons",Ismael Lessa won 2-0-0
Round 6,33,"MARCOSHBF He/Him
El_Comediante He/Him","Mono-Green Landfall
Temur Combo",El_Comediante won 2-1-0
Round 6,34,"Danilo Almeida
Carlos Morales U","Rakdos Monument
Izzet Lessons",Carlos Morales U won 2-0-0
Round 6,35,"Xecuter He/Him
CaioAraujo999 He/Him","Temur Omniscience
Izzet Tempo",CaioAraujo999 won 2-0-0
Round 6,36,"Mauricio Iriarte Valenzuela
Nicolas Morales Macaya He/Him","Dimir Midrange
Gruul Landfall",Nicolas Morales Macaya won 2-1-0
Round 6,37,"Thiago Valle dos Santos He/Him
Felipe Schnyder","Bant Ouroboroid
Simic Aggro",Felipe Schnyder won 2-1-0
Round 6,38,"Andrés Camargo
MarcoAurelioLima He/Him","Gruul Landfall
W-U-B-G Ouroboroid",MarcoAurelioLima won 2-1-0
Round 6,39,"Daniel Lopez
Eljuano He/Him","Rakdos Aggro
Mono-Green Landfall",Eljuano won 2-1-0
Round 6,40,"Freddy Paredes [Team Dominus] He/Him
zerokangs He/Him","Dimir Midrange
Sultai Midrange",Freddy Paredes [Team Dominus] won 2-1-0
Round 6,41,"Fellipe Emar He/Him
Luís Felippe Rossello Lima","Sultai Reanimator
Izzet Lessons",Fellipe Emar won 2-0-0
Round 6,42,"guiyote
Guilherme Vinicius Fragoso De Souza Guivini06 He/Him","Azorius Tempo
Izzet Tempo",guiyote won 2-1-0
Round 6,43,"Gasser Abdeslam He/Him
Christian Calcano","Izzet Otters
Izzet Lessons",Gasser Abdeslam won 2-0-0
Round 6,44,"Javier Núñez He/Him
André Ramos Lima","Gruul Landfall
Boros Aggro",André Ramos Lima won 2-1-0
Round 6,45,"Agustin Colombo He/Him
kbsAA","Dimir Demons
Jeskai Control",kbsAA won 2-0-0
Round 6,46,"Gabriel Castelo Garcia He/Him
Francisco Bertomeu","Izzet Lessons
Izzet",1-1-0 Draw
Round 6,47,"Hernan_Lobos He/Him
Charlesz","Gruul Aggro
Izzet Lessons",Charlesz won 2-0-0
Round 6,48,"Juan Cruz Rodriguez Berjolis He/Him
Andres Vásquez","Dimir Midrange
Gruul Landfall",Andres Vásquez won 2-1-0
Round 6,49,"JoanCoussy
RodolfoZuinConstantino He/Him","Temur Midrange
Bant Combo",RodolfoZuinConstantino won 2-1-0
Round 6,50,"João Jorge Sales Junior
Lucas Lupatini He/Him","Dimir Control
Dimir Midrange",Lucas Lupatini won 2-1-0
Round 6,51,"André Faustino
Spribnow","Dimir Demons
Dimir Control",Spribnow won 2-1-0
Round 6,52,"Dustyn_Aranda He/Him
ailechan","Dimir Demons
Dimir Tempo",ailechan won 2-1-0
Round 6,53,"Prezin He/Him
gabriel martinez He/Him","Dimir Control
Mono-Green Midrange",gabriel martinez won 2-0-0
Round 6,54,"p4nch020 He/Him
Mendez He/Him","Azorius Tempo
Izzet",Mendez won 2-0-0
Round 6,55,"Carvallo Tomas
Francisco ignacio andres Vargas ortiz He/Him","Temur
Izzet Monument",Carvallo Tomas won 2-1-0
Round 6,56,"LordSoth03
lshiga","Sultai
Mono-Green",LordSoth03 won 2-1-0
Round 6,57,"Daniel Moncada Tabares
Agustin Diaz He/Him","Grixis Reanimator
Jeskai Control",Agustin Diaz won 2-0-0
Round 6,58,"Lauro Olsen He/Him
Gibaft","Dimir Control
Sultai Reanimator",Lauro Olsen won 2-0-0
Round 6,59,"alikaik11 He/Him
RODRIGOO","Dimir Midrange
Mono-White Tokens",alikaik11 won 2-0-0
Round 6,60,"criacuna21
Antonio Lucas Longo","Jeskai Control
Izzet Combo",Antonio Lucas Longo won 2-1-0
Round 6,61,"MaximilianKalm
Sebastian Cantor","Mono-Green Landfall
Mono-Red Aggro",MaximilianKalm won 2-0-0
Round 6,62,"Mateus de Carvalho He/Him
shootMeInTheLeg","Jeskai Control
Izzet Aggro",shootMeInTheLeg won 2-0-0
Round 6,63,"oscarlevel152
Jhonatan Restrepo He/Him","Dimir
Izzet Control",1-1-1 Draw
Round 6,64,"Julio Bejarano Espejo He/Him
Rudá dos Reis He/Him","Dimir Midrange
Izzet Lessons",Julio Bejarano Espejo won 2-0-0
Round 6,65,"AdamSchwartz
Fernando Passos","Dimir Midrange
W-U-B-G Midrange",AdamSchwartz won 2-0-0
Round 6,66,"tony15974
Bruno Volpato","Izzet Midrange
Gruul Aggro",Bruno Volpato won 2-1-0
Round 6,67,"AlexBanacloy
Mariano de Gregorio He/Him","Boros Aggro
Dimir Midrange",Mariano de Gregorio won 2-0-0
Round 6,68,"Daniel Fernandez [TeamDominus] They/Them
Diego Galaz","Izzet Blink
Izzet Lessons",Diego Galaz won 2-0-0
Round 6,69,"Denis Cabral Barbosa Dias He/Him
DarioVergara He/Him","Boros Dragons
W-U-R-G Omniscience",Denis Cabral Barbosa Dias won 2-0-0
Round 6,70,"julianofofo
Yulios","Mono-Red Aggro
Dimir Midrange",julianofofo won 2-0-0
Round 6,71,"GUSTAVO CORAIOLA He/Him
Viniimato He/Him","Mono-Green Landfall
Jeskai Artifacts",GUSTAVO CORAIOLA won 2-1-0
Round 6,72,"KaszD3G He/Him
NicoDays She/They","W-U-B-R-G Aggro
Izzet Aggro",NicoDays won 2-0-0
Round 6,73,"guisantana2
Diego Quintero","Azorius Tempo
Izzet",guisantana2 won 2-0-0
Round 6,74,"Erichartman
LuckZebra He/Him","Izzet
Jeskai Artifacts",LuckZebra won 2-1-0
Round 6,75,"FelipePola
CarlosR41","Mono-Red Aggro
Rakdos Monument",CarlosR41 won 2-1-0
Round 6,76,"ThiagoPG
TIAGO PINHEIRO","Dimir
Azorius Tempo",TIAGO PINHEIRO won 2-1-0
Round 6,77,"Andyu He/Him
JMoreirasn He/Him","Dimir Midrange
Izzet Tempo",Andyu won 2-1-0
Round 6,78,"hendrik21
Mircho","Dimir Midrange
Golgari Midrange",Mircho won 2-1-0
Round 6,79,"Francisco Gonzalez
Agnaldo dos Santos Teixeira Junior Gnarr","Izzet Prowess
Dimir Control",Francisco Gonzalez won 2-0-0
Round 6,80,"Lucas Rodriguez
Leonardo Lambiasi He/Him","Izzet Aggro
Temur Combo",Lucas Rodriguez won 2-0-0
Round 6,81,"NicholasPohren He/Him
CamiloRojas","Dimir Control
Dimir Tempo",NicholasPohren won 2-0-0
Round 6,82,"LuGoCa
Estêvão Rudi Arntz","Temur Combo
Izzet Lessons",Estêvão Rudi Arntz won 2-0-0
Round 6,83,"Adrien Venancio He/Him
Walter Coquemala Filho He/Him","Simic Ouroboroid
Temur Combo",Adrien Venancio won 2-0-0
Round 6,84,"lobao
Tiago Bittencourt","Golgari
Izzet Tempo",Tiago Bittencourt won 2-0-0
Round 6,85,"Thiago Odasaki
LucasRJ","Temur
Izzet Lessons",Thiago Odasaki won 2-1-0
Round 7,-,LucasRJ,Izzet Lessons,LucasRJ was assigned a bye
Round 7,1,"Borreguinhas He/Him
GuillermoLoli","Mono-Green Landfall
Mono-Green Landfall",0-0-3 Draw
Round 7,2,"ariranhasx
Rastaf","Dimir Demons
Dimir Demons",Rastaf won 2-0-0
Round 7,3,"LuisVenegas He/Him
Adriano Melo","Izzet Lessons
Izzet Lessons",Adriano Melo won 2-1-0
Round 7,4,"Carlos Torrico He/Him
Diego Eneas Garcia He/Him","Dimir Tempo
Bant Airbending",Carlos Torrico won 2-1-0
Round 7,5,"Emiliano Passoni
guiyote","Gruul Landfall
Azorius Tempo",guiyote won 2-0-0
Round 7,6,"JOAO QUEGE
Luis Navas Flores He/Him","Boros Dragons
Mono-Red Aggro",JOAO QUEGE won 2-0-0
Round 7,7,"Siiu911
Thiago Souza He/Him","Mono-Green Landfall
Izzet Lessons",Siiu911 won 2-1-0
Round 7,8,"Martin Dominguez
Isael Feitosa He/Him","Gruul Aggro
Mono-Green Aggro",Isael Feitosa won 2-1-0
Round 7,9,"Patricio Roman
RALC","Izzet Lessons
Dimir",Patricio Roman won 2-0-0
Round 7,10,"julianpastoriza
Victor Santos Esquici","Jeskai Control
Dimir Combo",Victor Santos Esquici won 2-0-0
Round 7,11,"Rodrigo Pinheiro He/Him
Sebastián Silva","Azorius Tempo
Simic Aggro",Rodrigo Pinheiro won 2-1-0
Round 7,12,"Freddy Paredes [Team Dominus] He/Him
Gabriel Fehr He/Him","Dimir Midrange
Dimir Demons",Gabriel Fehr won 2-0-0
Round 7,13,"camilo Diaz Pineda
Nicolas Morales Macaya He/Him","Simic Aggro
Gruul Landfall",Nicolas Morales Macaya won 2-1-0
Round 7,14,"El_Comediante He/Him
Marco Figueroa He/Him","Temur Combo
Boros Dragons",Marco Figueroa won 2-0-0
Round 7,15,"Thiago Saporito He/Him
aloaiza23","Dimir Midrange
Jund Aggro",Thiago Saporito won 2-0-0
Round 7,16,"Felipe Schnyder
Marcelo Rodrigues Cavalcante He/Him","Simic Aggro
Dimir Midrange",Marcelo Rodrigues Cavalcante won 2-0-0
Round 7,17,"Marcos Paredes He/Him
Gasser Abdeslam He/Him","Mono-Green Aggro
Izzet Otters",Marcos Paredes won 2-1-0
Round 7,18,"Lucas Fernandes He/Him
CaioAraujo999 He/Him","Simic Ouroboroid
Izzet Tempo",Lucas Fernandes won 2-1-0
Round 7,19,"Mario Palma He/Him
Carlos Morales U","W-U-B-R-G
Izzet Lessons",Mario Palma won 2-0-0
Round 7,20,"JaackySalvati
Marcelo López Lagos","Izzet
Dimir",Marcelo López Lagos won 2-0-0
Round 7,21,"Jonas Antunes He/Him
Emanuel Sutter He/Him","Dimir Combo
Azorius",Emanuel Sutter won 2-0-0
Round 7,22,"Ricardo Ramos
MarcoAurelioLima He/Him","Simic Ouroboroid
W-U-B-G Ouroboroid",MarcoAurelioLima won 2-1-0
Round 7,23,"Jorge Aguirre He/Him
SirClaudio He/They","Azorius Tempo
Dimir Tempo",Jorge Aguirre won 2-1-0
Round 7,24,"Everton Julian Silva Goulart He/Him
Fellipe Emar He/Him","Rakdos Aggro
Sultai Reanimator",Everton Julian Silva Goulart won 2-1-0
Round 7,25,"Rodrigo Muñoz
Camilo Niño","Azorius
Dimir Tempo",Camilo Niño won 2-1-0
Round 7,26,"magic_zaraka He/Him
Charlesz","Gruul Landfall
Izzet Lessons",Charlesz won 2-1-0
Round 7,27,"Eljuano He/Him
Ismael Lessa He/Him","Mono-Green Landfall
Dimir Tempo",Ismael Lessa won 2-0-0
Round 7,28,"Guilherme Vinicius Fragoso De Souza Guivini06 He/Him
kbsAA","Izzet Tempo
Jeskai Control",Guilherme Vinicius Fragoso De Souza Guivini06 won 2-1-0
Round 7,29,"Lucas Hervás
Manuel Quiroga","Mono-Green Landfall
Mono-Red Aggro",Manuel Quiroga won 2-1-0
Round 7,30,"Davi Mangolin Filho He/Him
André Ramos Lima","Bant Combo
Boros Aggro",Davi Mangolin Filho won 2-1-0
Round 7,31,"Sebasmoncada He/Him
Dihuen He/Him","Izzet Monument
Dimir Reanimator",Sebasmoncada won 2-1-0
Round 7,32,"Lucas Lupatini He/Him
Andres Vásquez","Dimir Midrange
Gruul Landfall",Andres Vásquez won 2-1-0
Round 7,33,"axeljami
SrLukas158 He/Him","Mono-Green Aggro
Boros Dragons",axeljami won 2-0-0
Round 7,34,"RodolfoZuinConstantino He/Him
Gabriel Castelo Garcia He/Him","Bant Combo
Izzet Lessons",Gabriel Castelo Garcia won 2-1-0
Round 7,35,"Pedro Gonzalez He/Him
Francisco Bertomeu","Azorius Control
Izzet",Francisco Bertomeu won 2-0-0
Round 7,36,"Carvallo Tomas
Jhohan Mauricio Herrera Molina He/Him","Temur
Dimir Midrange",Jhohan Mauricio Herrera Molina won 2-1-0
Round 7,37,"ailechan
Ariel Cicchitti","Dimir Tempo
Dimir Demons",Ariel Cicchitti won 2-1-0
Round 7,38,"Spribnow
Xandre_Borges_","Dimir Control
Dimir",Xandre_Borges_ won 2-1-0
Round 7,39,"Mendez He/Him
gabriel martinez He/Him","Izzet
Mono-Green Midrange",gabriel martinez won 2-1-0
Round 7,40,"alikaik11 He/Him
shootMeInTheLeg","Dimir Midrange
Izzet Aggro",alikaik11 won 2-1-0
Round 7,41,"Agustin Diaz He/Him
MaximilianKalm","Jeskai Control
Mono-Green Landfall",MaximilianKalm won 2-0-0
Round 7,42,"Jayme He/Him
Lauro Olsen He/Him","Boros Aggro
Dimir Control",Jayme won 2-1-0
Round 7,43,"CarlosR41
Diego Almeida He/Him","Rakdos Monument
Rakdos Monument",Diego Almeida won 2-1-0
Round 7,44,"Bruno Volpato
Pedro Paulo Albuquerque Caraciolo He/They","Gruul Aggro
Dimir Demons",Pedro Paulo Albuquerque Caraciolo won 2-0-0
Round 7,45,"AdamSchwartz
LordSoth03","Dimir Midrange
Sultai",AdamSchwartz won 2-0-0
Round 7,46,"Juan Cruz Rodriguez Berjolis He/Him
Daniel Lopez","Dimir Midrange
Rakdos Aggro",Juan Cruz Rodriguez Berjolis won 2-1-0
Round 7,47,"Denis Cabral Barbosa Dias He/Him
Hernan_Lobos He/Him","Boros Dragons
Gruul Aggro",Hernan_Lobos won 2-1-0
Round 7,48,"Mariano de Gregorio He/Him
Mauricio Iriarte Valenzuela","Dimir Midrange
Dimir Midrange",Mariano de Gregorio won 2-1-0
Round 7,49,"hachenova
Antonio Lucas Longo","Izzet Midrange
Izzet Combo",Antonio Lucas Longo won 2-1-0
Round 7,50,"zerokangs He/Him
Thiago Valle dos Santos He/Him","Sultai Midrange
Bant Ouroboroid",Thiago Valle dos Santos won 2-0-0
Round 7,51,"AlexBanacloy
Estêvão Rudi Arntz","Boros Aggro
Izzet Lessons",Estêvão Rudi Arntz won 2-0-0
Round 7,52,"LuckZebra He/Him
GUSTAVO CORAIOLA He/Him","Jeskai Artifacts
Mono-Green Landfall",GUSTAVO CORAIOLA won 2-1-0
Round 7,53,"MARCOSHBF He/Him
Danilo Almeida","Mono-Green Landfall
Rakdos Monument",Danilo Almeida won 2-1-0
Round 7,54,"Julio Bejarano Espejo He/Him
Diego Galaz","Dimir Midrange
Izzet Lessons",Julio Bejarano Espejo won 2-1-0
Round 7,55,"Xecuter He/Him
magicmam","Temur Omniscience
Mono-Green Aggro",Xecuter won 2-1-0
Round 7,56,"Gustavo Fischer He/Him
guisantana2","Selesnya Landfall
Azorius Tempo",Gustavo Fischer won 2-0-0
Round 7,57,"tchuco He/Him
guiadissy","Golgari Midrange
Temur",tchuco won 2-0-0
Round 7,58,"Brahiam
Luís Felippe Rossello Lima","Azorius Tempo
Izzet Lessons",Brahiam won 2-1-0
Round 7,59,"Andyu He/Him
João Jorge Sales Junior","Dimir Midrange
Dimir Control",João Jorge Sales Junior won 1-0-0
Round 7,60,"TIAGO PINHEIRO
oscarlevel152","Azorius Tempo
Dimir",oscarlevel152 won 2-0-0
Round 7,61,"Francisco Gonzalez
André Faustino","Izzet Prowess
Dimir Demons",André Faustino won 2-0-0
