Round,Table,Players,Decks,Winner
Round 6,8,"cesar israel gomez jacome
Ricardo Landeta He/Him","Izzet Lessons
Mono-Green Landfall",cesar israel gomez jacome won 2-0-0
Round 6,9,"Dagoberto Silva He/Him
Hermilo Flores Davila He/Him","Izzet Lessons
Temur Aggro",Hermilo Flores Davila won 2-0-0
Round 6,10,"Juanmi Sierra
Jesús Solano He/Him","Izzet Midrange
Mono-Green",Juanmi Sierra won 2-1-0
Round 6,11,"Julio Cesar Soto He/Him
Pedro Bermudez","Dimir Midrange
Mono-Green Landfall",Julio Cesar Soto won 2-1-0
Round 6,12,"Luis Felipe Sanchez Cuevas He/Him
MarcoDanielR RodriguezPerez He/Him","Simic Rhythm
Dimir Tempo",Luis Felipe Sanchez Cuevas won 2-1-0
Round 6,13,"Allan Ayapan
BarbaLaLeyenda","Mono-Green Aggro
Mono-Green Landfall",BarbaLaLeyenda won 2-0-0
Round 6,14,"Juan Carlos Servin Gomez He/Him
Isabel She/Her","Izzet Elementals
Jeskai Control",Isabel won 2-0-0
Round 6,15,"Tyvant They/Them
vbostereo He/Him","Boros Dragons
Bant Combo",Tyvant won 2-1-0
Round 6,16,"Dikson Avila Rojas
Daniel Alvarez He/Him","Mono-White
Bant Omniscience",Daniel Alvarez won 2-0-0
Round 6,17,"José Eduardo Gordillo Cardona He/Him
JorgeSolis He/Him","Dimir Excruciator
Dimir Midrange",José Eduardo Gordillo Cardona won 2-1-0
Round 6,18,"Furiax
Jahmm1024 He/Him","Bant Airbending
Temur Prowess",Jahmm1024 won 2-1-0
Round 6,19,"Rod3
RafaelMan He/Him","Simic Ouroboroid
U-B-R-G Elementals",RafaelMan won 2-0-0
Round 6,20,"DaiH He/Him
Romeo Aaron Cameras Lievano He/Him","Temur Prowess
Temur Aggro",DaiH won 2-1-0
Round 6,21,"Thressen They/Them
BerB8 He/Him","Mono-Green Landfall
Dimir Midrange",Thressen won 2-1-0
Round 6,22,"Toscano
Master_Fer He/Him","Dimir Midrange
Mono-Green Combo",Toscano won 2-1-0
Round 6,23,"Paul Villalobos
AmethMoran","Azorius Tempo
Temur Prowess",Paul Villalobos won 2-1-0
Round 6,24,"EddyMares He/Him
Smedina He/Him","Bant Combo
Temur Aggro",EddyMares won 2-1-0
Round 6,25,"Julio Potes He/Him
Joaquinrobertosotocastillo He/Him","Izzet Lessons
Simic Rhythm",Joaquinrobertosotocastillo won 2-1-0
Round 6,26,"Vynz He/Him
LuisAlex","Dimir
Esper Tempo",LuisAlex won 2-0-0
Round 6,27,"FernandoGosch
Erick Manuel Lopez Basulto He/Him","Temur Prowess
Temur Combo",FernandoGosch won 2-0-0
Round 6,28,"Vi_Rap He/Him
1ittleYoshi He/Him","Azorius Flash
Izzet Monument",Vi_Rap won 2-0-0
Round 6,29,"Gamma1001
Burger He/Him","Dimir Midrange
Temur Midrange",Burger won 2-1-0
Round 6,30,"MarN38
LiDurden He/Him","Simic Tempo
Dimir Excruciator",LiDurden won 2-0-0
Round 6,31,"alex_santos He/Him
ISACC1K2","Dimir Midrange
Mono-Green Landfall",alex_santos won 2-1-0
Round 6,32,"Angel Geovanni Briones Medina He/Him
Drecko","Dimir Reanimator
Simic Aggro",Angel Geovanni Briones Medina won 1-0-0
Round 6,33,"PedroM6744 He/Him
Pablopga He/Him","Mono-Green Landfall
Esper Midrange",PedroM6744 won 2-0-0
Round 6,34,"Aram Madriz A He/Him
Limit He/Him","Azorius Aggro
Izzet",Limit won 2-0-0
Round 6,35,"MarC101
Javier Legaspi","Rakdos Monument
Temur Prowess",Javier Legaspi won 2-1-0
Round 6,36,"Alejandro Pereira He/Him
cah He/Him","Temur Combo
W-U-R-G Combo",Alejandro Pereira won 2-0-0
Round 6,37,"DanieerGalvez He/Him
angfe He/Him","Azorius Tempo
Izzet Lessons",DanieerGalvez won 2-1-0
Round 6,38,"Osmalocu He/Him
ficdu","Mono-Green Aggro
Dimir Midrange",ficdu won 2-1-0
Round 6,39,"Vicro He/Him
Julio Rivera He/Him","Mono-Green Landfall
Dimir Tempo",Vicro won 2-0-0
Round 6,40,"Alexander Rosales He/Him
Ismaelisassi97 He/Him","Simic Rhythm
U-B-R-G Elementals",Alexander Rosales won 2-1-0
Round 6,41,"jnsrjzgo He/Him
Pablo Duque He/Him","Simic Ouroboroid
Dimir Excruciator",Pablo Duque won 2-1-0
Round 6,42,"Javier Castellan He/Him
qzwdw","Bant Airbending
Temur Prowess",qzwdw won 2-1-0
Round 6,43,"Cristian Ponce
Marlon Jacob Avila Gutierrez He/Him","Simic Rhythm
Dimir Midrange",Marlon Jacob Avila Gutierrez won 2-0-0
Round 6,44,"victor perez He/Him
Eduardo Castillo He/Him","Mono-Red Aggro
Mono-Green Landfall",Eduardo Castillo won 2-0-0
Round 6,45,"Bruno Ramírez de Arellano García He/Him
yhsxu","Gruul Delirium
Grixis Elementals",yhsxu won 2-0-0
Round 6,46,"Rolando Mendez Aguilar He/Him
kfbzo","Dimir Excruciator
Abzan Bounce",Rolando Mendez Aguilar won 2-0-0
Round 6,47,"Alberto BoLivar
Alejandro Winkler He/Him","Dimir Airbending
Izzet Lessons",Alberto BoLivar won 2-0-0
Round 6,48,"Xray
The_Palolo He/Him","Mono-Red Aggro
Dimir",Xray won 2-1-0
Round 6,49,"Mortis
Daniel Garcia He/Him","U-B-R-G Reanimator
Dimir Excruciator",Daniel Garcia won 2-1-0
Round 6,50,"Marcelo Cruz
Ivan Oro He/Him","Mono-Green Harmonizer
Temur Aggro",Marcelo Cruz won 2-1-0
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,-,-,-,-
Round 6,51,"Tlacaelel Jimenez They/Them
reacklml","Grixis
Temur Prowess",reacklml won 2-0-0
Round 6,52,"Phantasmos
RODRIGO SAN JUAN He/Him","Mono-Green Aggro
Dimir Combo",Phantasmos won 2-1-0
Round 6,53,"ELWICHOPATO
Rodolfo Juarez","Esper Control
Dimir Control",Rodolfo Juarez won 2-0-0
Round 6,54,"WilliamEliz He/Him
VictorCastillo He/Him","Mono-Green Harmonizer
U-B-R-G Reanimator",WilliamEliz won 2-0-0
Round 6,55,"Valeria Aguilar She/Her
Alexis García He/Him","Mono-Green Landfall
Temur Prowess",Alexis García won 2-0-0
Round 6,56,"ubwly
Newbiemx He/Him","Izzet Lessons
Mono-Green Dragons",Newbiemx won 2-0-0
Round 6,57,"AAmaya
Raffael11","Abzan Midrange
Orzhov Control",AAmaya won 2-0-0
Round 6,58,"Paper_Mario He/Him
Sebastian Senshi Quintana","Azorius
Simic Rhythm",Sebastian Senshi Quintana won 2-0-0
Round 6,59,"Alejos12 He/Him
Cesar Hernandez He/Him","Dimir Flash
Temur Prowess",Alejos12 won 2-0-0
Round 6,60,"SebastianOlivares He/Him
franck7 He/Him","Dimir Control
Selesnya Landfall",franck7 won 2-1-0
Round 6,61,"cfbba
Downpour","Izzet Control
Dimir Control",cfbba won 2-1-0
Round 6,62,"Cesar Alvarez He/Him
rjjwq","Izzet Lessons
Jeskai Control",Cesar Alvarez won 2-0-0
Round 6,63,"CrimsonRoyal
Dannog","Esper Midrange
Izzet Control",CrimsonRoyal won 2-0-0
Round 6,64,"Julio Cesar Tadeo Jacinto
Roberto Luna He/Him","Mono-Black Midrange
Jeskai Control",Julio Cesar Tadeo Jacinto won 2-1-0
Round 6,65,"MTijerina97 He/Him
Jairo04","Jeskai Control
Azorius Control",MTijerina97 won 1-0-0
Round 6,66,"VicM27 He/Him
GeekRanor","Naya
Golgari Midrange",GeekRanor won 2-0-0
Round 6,67,"-Legol4s-
xmkaj","Sultai Reanimator
Izzet Lessons",xmkaj won 2-1-0
Round 6,68,"Arkstok
Jeff2998 He/Him","Mono-Black Demons
Izzet Elementals",Arkstok won 2-1-0
Round 6,69,"Enyal2218 He/Him
ErickPat","Dimir Midrange
Dimir Tempo",Enyal2218 won 2-0-0
Round 6,70,"RicardoV
MiguelValdez","Gruul Ouroboroid
Dimir Midrange",MiguelValdez won 2-1-0
Round 6,71,"hcdxr
Luis Mondragón","Dimir Excruciator
Rakdos Monument",Luis Mondragón won 2-0-0
Round 6,72,"DannLemmon He/Him
kzeoq","Izzet Spellementals
Mono-Green Landfall",kzeoq won 2-1-0
Round 7,-,RicardoV,Gruul Ouroboroid,RicardoV was assigned a bye
Round 7,1,"Edgar Emmanuel Rangel Páez He/Him
Carlos Martinez He/Him","Dimir Excruciator
Dimir Midrange",Edgar Emmanuel Rangel Páez won 2-1-0
Round 7,2,"GermanBA He/Him
Rainman Sian He/Him","Temur Prowess
Dimir Midrange",Rainman Sian won 2-0-0
Round 7,3,"JosueMartil456 He/Him
Luis Felipe Sanchez Cuevas He/Him","Dimir Excruciator
Simic Rhythm",Luis Felipe Sanchez Cuevas won 2-0-0
Round 7,4,"Juanmi Sierra
Jojo-Torres","Izzet Midrange
Bant Airbending",Juanmi Sierra won 2-0-0
Round 7,5,"BarbaLaLeyenda
Julio Cesar Soto He/Him","Mono-Green Landfall
Dimir Midrange",Julio Cesar Soto won 2-1-0
Round 7,6,"Isabel She/Her
Ericksson Moran He/Him","Jeskai Control
Boros Aggro",Isabel won 2-0-0
Round 7,7,"Tyvant They/Them
cesar israel gomez jacome","Boros Dragons
Izzet Lessons",Tyvant won 2-1-0
Round 7,8,"Jorge Lopez He/Him
Hermilo Flores Davila He/Him","Mono-Green Landfall
Temur Aggro",Jorge Lopez won 2-1-0
Round 7,9,"Ivan Saenz He/Him
Daniel Alvarez He/Him","Mono-Green
Bant Omniscience",Ivan Saenz won 2-1-0
Round 7,10,"Mario Alejandro Flores Silva He/Him
José Eduardo Gordillo Cardona He/Him","Dimir Tempo
Dimir Excruciator",José Eduardo Gordillo Cardona won 2-0-0
Round 7,11,"Ivan Martinez He/Him
Limit He/Him","Simic Ouroboroid
Izzet",Ivan Martinez won 2-1-0
Round 7,12,"Archibal Raziel Sánchez Peralta He/Him
Dagoberto Silva He/Him","Mono-Green Control
Izzet Lessons",Dagoberto Silva won 2-0-0
Round 7,13,"qzwdw
LiDurden He/Him","Temur Prowess
Dimir Excruciator",LiDurden won 2-1-0
Round 7,14,"Ricardo Landeta He/Him
vbostereo He/Him","Mono-Green Landfall
Bant Combo",Ricardo Landeta won 2-1-0
Round 7,15,"DanieerGalvez He/Him
Thressen They/Them","Azorius Tempo
Mono-Green Landfall",DanieerGalvez won 2-1-0
Round 7,16,"Carlo Alan Chávez García He/Him
FernandoGosch","Jeskai Control
Temur Prowess",FernandoGosch won 2-1-0
Round 7,17,"MarcoDanielR RodriguezPerez He/Him
Pablo Duque He/Him","Dimir Tempo
Dimir Excruciator",Pablo Duque won 2-1-0
Round 7,18,"alex_santos He/Him
Jahmm1024 He/Him","Dimir Midrange
Temur Prowess",Jahmm1024 won 2-0-0
Round 7,19,"Joaquinrobertosotocastillo He/Him
Jesús Solano He/Him","Simic Rhythm
Mono-Green",Joaquinrobertosotocastillo won 2-0-0
Round 7,20,"Brian Lopez He/They
Alejandro Pereira He/Him","Bant Combo
Temur Combo",Alejandro Pereira won 2-1-0
Round 7,21,"ficdu
Angel Geovanni Briones Medina He/Him","Dimir Midrange
Dimir Reanimator",ficdu won 2-1-0
Round 7,22,"Dikson Avila Rojas
Pedro Bermudez","Mono-White
Mono-Green Landfall",Pedro Bermudez won 2-0-0
Round 7,23,"Vicro He/Him
Javier Legaspi","Mono-Green Landfall
Temur Prowess",Vicro won 2-1-0
Round 7,24,"LuisAlex
RafaelMan He/Him","Esper Tempo
U-B-R-G Elementals",LuisAlex won 2-0-0
Round 7,25,"EddyMares He/Him
Toscano","Bant Combo
Dimir Midrange",Toscano won 2-1-0
Round 7,26,"Paul Villalobos
Burger He/Him","Azorius Tempo
Temur Midrange",Paul Villalobos won 2-1-0
Round 7,27,"Vi_Rap He/Him
PedroM6744 He/Him","Azorius Flash
Mono-Green Landfall",PedroM6744 won 2-1-0
Round 7,28,"Juan Carlos Servin Gomez He/Him
Allan Ayapan","Izzet Elementals
Mono-Green Aggro",Juan Carlos Servin Gomez won 2-1-0
Round 7,29,"DaiH He/Him
Alexander Rosales He/Him","Temur Prowess
Simic Rhythm",DaiH won 2-0-0
Round 7,30,"JorgeSolis He/Him
Eduardo Castillo He/Him","Dimir Midrange
Mono-Green Landfall",JorgeSolis won 2-0-0
Round 7,31,"yhsxu
Rod3","Grixis Elementals
Simic Ouroboroid",yhsxu won 2-0-0
Round 7,32,"Furiax
Rolando Mendez Aguilar He/Him","Bant Airbending
Dimir Excruciator",Rolando Mendez Aguilar won 2-1-0
Round 7,33,"Marlon Jacob Avila Gutierrez He/Him
Master_Fer He/Him","Dimir Midrange
Mono-Green Combo",Master_Fer won 2-1-0
Round 7,34,"Julio Potes He/Him
cah He/Him","Izzet Lessons
W-U-R-G Combo",Julio Potes won 2-0-0
Round 7,35,"Alexis García He/Him
Cesar Alvarez He/Him","Temur Prowess
Izzet Lessons",Cesar Alvarez won 2-0-0
Round 7,36,"Julio Cesar Tadeo Jacinto
Smedina He/Him","Mono-Black Midrange
Temur Aggro",Smedina won 2-1-0
Round 7,37,"MarC101
Xray","Rakdos Monument
Mono-Red Aggro",MarC101 won 2-0-0
Round 7,38,"cfbba
ISACC1K2","Izzet Control
Mono-Green Landfall",ISACC1K2 won 2-0-0
Round 7,39,"Vynz He/Him
Drecko","Dimir
Simic Aggro",Vynz won 2-0-0
Round 7,40,"AAmaya
Phantasmos","Abzan Midrange
Mono-Green Aggro",AAmaya won 2-1-0
Round 7,41,"BerB8 He/Him
Julio Rivera He/Him","Dimir Midrange
Dimir Tempo",BerB8 won 2-0-0
Round 7,42,"franck7 He/Him
Osmalocu He/Him","Selesnya Landfall
Mono-Green Aggro",Osmalocu won 2-0-0
Round 7,43,"Alejos12 He/Him
Rodolfo Juarez","Dimir Flash
Dimir Control",Rodolfo Juarez won 2-0-0
Round 7,44,"Gamma1001
AmethMoran","Dimir Midrange
Temur Prowess",AmethMoran won 2-0-0
Round 7,45,"Ismaelisassi97 He/Him
Daniel Garcia He/Him","U-B-R-G Elementals
Dimir Excruciator",Ismaelisassi97 won 2-1-0
Round 7,46,"CrimsonRoyal
Sebastian Senshi Quintana","Esper Midrange
Simic Rhythm",CrimsonRoyal won 2-1-0
Round 7,47,"Newbiemx He/Him
MarN38","Mono-Green Dragons
Simic Tempo",MarN38 won 2-0-0
Round 7,48,"WilliamEliz He/Him
Alberto BoLivar","Mono-Green Harmonizer
Dimir Airbending",WilliamEliz won 2-0-0
Round 7,49,"reacklml
Marcelo Cruz","Temur Prowess
Mono-Green Harmonizer",Marcelo Cruz won 2-1-0
Round 7,50,"MTijerina97 He/Him
victor perez He/Him","Jeskai Control
Mono-Red Aggro",victor perez won 2-1-0
Round 7,51,"Cristian Ponce
Bruno Ramírez de Arellano García He/Him","Simic Rhythm
Gruul Delirium",Cristian Ponce won 2-0-0
Round 7,52,"GeekRanor
Arkstok","Golgari Midrange
Mono-Black Demons",GeekRanor won 2-0-0
Round 7,53,"xmkaj
Ivan Oro He/Him","Izzet Lessons
Temur Aggro",Ivan Oro won 2-0-0
Round 7,54,"Enyal2218 He/Him
SebastianOlivares He/Him","Dimir Midrange
Dimir Control",Enyal2218 won 2-0-0
Round 7,55,"Downpour
Dannog","Dimir Control
Izzet Control",Dannog won 2-1-0
Round 7,56,"MiguelValdez
RODRIGO SAN JUAN He/Him","Dimir Midrange
Dimir Combo",RODRIGO SAN JUAN won 2-1-0
Round 7,57,"Roberto Luna He/Him
kfbzo","Jeskai Control
Abzan Bounce",Roberto Luna won 2-0-0
Round 7,58,"The_Palolo He/Him
Paper_Mario He/Him","Dimir
Azorius",Paper_Mario won 2-0-0
Round 7,59,"VictorCastillo He/Him
Valeria Aguilar She/Her","U-B-R-G Reanimator
Mono-Green Landfall",Valeria Aguilar won 2-0-0
Round 7,60,"rjjwq
ubwly","Jeskai Control
Izzet Lessons",ubwly won 2-1-0
Round 7,61,"Luis Mondragón
-Legol4s-","Rakdos Monument
Sultai Reanimator",-Legol4s- won 2-0-0
Round 7,62,"Raffael11
kzeoq","Orzhov Control
Mono-Green Landfall",kzeoq won 2-0-0
Round 7,63,"Jeff2998 He/Him
DannLemmon He/Him","Izzet Elementals
Izzet Spellementals",Jeff2998 won 2-0-0
Round 8,1,"Edgar Emmanuel Rangel Páez He/Him
Rainman Sian He/Him","Dimir Excruciator
Dimir Midrange",0-0-3 Draw
Round 8,2,"Isabel She/Her
Ivan Saenz He/Him","Jeskai Control
Mono-Green",0-0-3 Draw
Round 8,3,"Juanmi Sierra
Tyvant They/Them","Izzet Midrange
Boros Dragons",Juanmi Sierra won 2-0-0
Round 8,4,"Julio Cesar Soto He/Him
Luis Felipe Sanchez Cuevas He/Him","Dimir Midrange
Simic Rhythm",Julio Cesar Soto won 2-1-0
Round 8,5,"Jorge Lopez He/Him
GermanBA He/Him","Mono-Green Landfall
Temur Prowess",Jorge Lopez won 2-0-0
Round 8,6,"Carlos Martinez He/Him
José Eduardo Gordillo Cardona He/Him","Dimir Midrange
Dimir Excruciator",Carlos Martinez won 2-0-0
Round 8,7,"Ivan Martinez He/Him
Ericksson Moran He/Him","Simic Ouroboroid
Boros Aggro",Ericksson Moran won 2-0-0
Round 8,8,"Hermilo Flores Davila He/Him
Jojo-Torres","Temur Aggro
Bant Airbending",Jojo-Torres won 2-1-0
Round 8,9,"PedroM6744 He/Him
Alejandro Pereira He/Him","Mono-Green Landfall
Temur Combo",PedroM6744 won 2-0-0
Round 8,10,"Paul Villalobos
Pablo Duque He/Him","Azorius Tempo
Dimir Excruciator",Paul Villalobos won 2-0-0
Round 8,11,"cesar israel gomez jacome
Juan Carlos Servin Gomez He/Him","Izzet Lessons
Izzet Elementals",Juan Carlos Servin Gomez won 2-1-0
Round 8,12,"ficdu
Joaquinrobertosotocastillo He/Him","Dimir Midrange
Simic Rhythm",ficdu won 2-1-0
Round 8,13,"Ricardo Landeta He/Him
JosueMartil456 He/Him","Mono-Green Landfall
Dimir Excruciator",Ricardo Landeta won 2-0-0
Round 8,14,"DanieerGalvez He/Him
Pedro Bermudez","Azorius Tempo
Mono-Green Landfall",DanieerGalvez won 2-0-0
Round 8,15,"Toscano
FernandoGosch","Dimir Midrange
Temur Prowess",Toscano won 2-1-0
Round 8,16,"Dagoberto Silva He/Him
BarbaLaLeyenda","Izzet Lessons
Mono-Green Landfall",Dagoberto Silva won 2-0-0
Round 8,17,"DaiH He/Him
LuisAlex","Temur Prowess
Esper Tempo",LuisAlex won 2-0-0
Round 8,18,"Vicro He/Him
LiDurden He/Him","Mono-Green Landfall
Dimir Excruciator",LiDurden won 2-0-0
Round 8,19,"Jahmm1024 He/Him
Mario Alejandro Flores Silva He/Him","Temur Prowess
Dimir Tempo",Jahmm1024 won 2-0-0
Round 8,20,"Daniel Alvarez He/Him
JorgeSolis He/Him","Bant Omniscience
Dimir Midrange",Daniel Alvarez won 2-0-0
Round 8,21,"yhsxu
Rolando Mendez Aguilar He/Him","Grixis Elementals
Dimir Excruciator",yhsxu won 2-0-0
Round 8,22,"Carlo Alan Chávez García He/Him
MarcoDanielR RodriguezPerez He/Him","Jeskai Control
Dimir Tempo",Carlo Alan Chávez García won 2-0-0
Round 8,23,"vbostereo He/Him
Vynz He/Him","Bant Combo
Dimir",vbostereo won 2-0-0
Round 8,24,"Julio Potes He/Him
Archibal Raziel Sánchez Peralta He/Him","Izzet Lessons
Mono-Green Control",Archibal Raziel Sánchez Peralta won 2-0-0
Round 8,25,"EddyMares He/Him
MarN38","Bant Combo
Simic Tempo",EddyMares won 2-0-0
Round 8,26,"Dikson Avila Rojas
Osmalocu He/Him","Mono-White
Mono-Green Aggro",Dikson Avila Rojas won 2-0-0
Round 8,27,"MarC101
Allan Ayapan","Rakdos Monument
Mono-Green Aggro",MarC101 won 2-1-0
Round 8,28,"alex_santos He/Him
BerB8 He/Him","Dimir Midrange
Dimir Midrange",alex_santos won 2-0-0
Round 8,29,"Jesús Solano He/Him
Angel Geovanni Briones Medina He/Him","Mono-Green
Dimir Reanimator",Angel Geovanni Briones Medina won 2-1-0
Round 8,30,"Master_Fer He/Him
Javier Legaspi","Mono-Green Combo
Temur Prowess",Master_Fer won 2-0-0
Round 8,31,"Limit He/Him
CrimsonRoyal","Izzet
Esper Midrange",Limit won 2-1-0
Round 8,32,"Vi_Rap He/Him
Ismaelisassi97 He/Him","Azorius Flash
U-B-R-G Elementals",Vi_Rap won 2-1-0
Round 8,33,"Smedina He/Him
qzwdw","Temur Aggro
Temur Prowess",qzwdw won 2-0-0
Round 8,34,"Alexander Rosales He/Him
Rodolfo Juarez","Simic Rhythm
Dimir Control",Alexander Rosales won 2-0-0
Round 8,35,"Burger He/Him
Thressen They/Them","Temur Midrange
Mono-Green Landfall",Burger won 2-1-0
Round 8,36,"Cesar Alvarez He/Him
ISACC1K2","Izzet Lessons
Mono-Green Landfall",ISACC1K2 won 2-0-0
Round 8,37,"Marcelo Cruz
RafaelMan He/Him","Mono-Green Harmonizer
U-B-R-G Elementals",Marcelo Cruz won 2-1-0
Round 8,38,"WilliamEliz He/Him
AmethMoran","Mono-Green Harmonizer
Temur Prowess",AmethMoran won 2-1-0
Round 8,39,"AAmaya
Cristian Ponce","Abzan Midrange
Simic Rhythm",Cristian Ponce won 2-0-0
Round 8,40,"Rod3
Eduardo Castillo He/Him","Simic Ouroboroid
Mono-Green Landfall",Eduardo Castillo won 2-0-0
Round 8,41,"Furiax
Marlon Jacob Avila Gutierrez He/Him","Bant Airbending
Dimir Midrange",Marlon Jacob Avila Gutierrez won 2-1-0
Round 8,42,"GeekRanor
victor perez He/Him","Golgari Midrange
Mono-Red Aggro",GeekRanor won 2-1-0
Round 8,43,"ubwly
cah He/Him","Izzet Lessons
W-U-R-G Combo",ubwly won 2-0-0
Round 8,44,"cfbba
Gamma1001","Izzet Control
Dimir Midrange",0-0-3 Draw
Round 8,45,"Julio Rivera He/Him
Daniel Garcia He/Him","Dimir Tempo
Dimir Excruciator",0-0-3 Draw
Round 8,46,"Newbiemx He/Him
Roberto Luna He/Him","Mono-Green Dragons
Jeskai Control",Newbiemx won 2-1-0
Round 8,47,"Alexis García He/Him
reacklml","Temur Prowess
Temur Prowess",reacklml won 2-0-0
Round 8,48,"Ivan Oro He/Him
Alejos12 He/Him","Temur Aggro
Dimir Flash",Ivan Oro won 2-0-0
Round 8,49,"Xray
Julio Cesar Tadeo Jacinto","Mono-Red Aggro
Mono-Black Midrange",Julio Cesar Tadeo Jacinto won 2-0-0
Round 8,50,"Alberto BoLivar
franck7 He/Him","Dimir Airbending
Selesnya Landfall",franck7 won 2-0-0
Round 8,51,"RODRIGO SAN JUAN He/Him
Sebastian Senshi Quintana","Dimir Combo
Simic Rhythm",Sebastian Senshi Quintana won 2-0-0
Round 8,52,"Phantasmos
Paper_Mario He/Him","Mono-Green Aggro
Azorius",Paper_Mario won 2-1-0
Round 8,53,"Valeria Aguilar She/Her
Enyal2218 He/Him","Mono-Green Landfall
Dimir Midrange",Enyal2218 won 2-1-0
Round 8,54,"MTijerina97 He/Him
-Legol4s-","Jeskai Control
Sultai Reanimator",MTijerina97 won 2-0-0
Round 8,55,"xmkaj
Jeff2998 He/Him","Izzet Lessons
Izzet Elementals",xmkaj won 2-1-0
Round 8,56,"Arkstok
kzeoq","Mono-Black Demons
Mono-Green Landfall",Arkstok won 2-1-0
Round 8,57,"rjjwq
Raffael11","Jeskai Control
Orzhov Control",rjjwq won 2-1-0
Round 8,58,"kfbzo
Luis Mondragón","Abzan Bounce
Rakdos Monument",kfbzo won 2-0-0
Round 8,59,"Downpour
MiguelValdez","Dimir Control
Dimir Midrange",MiguelValdez won 2-1-0
Round 8,60,"RicardoV
DannLemmon He/Him","Gruul Ouroboroid
Izzet Spellementals",DannLemmon won 2-1-0
Quarterfinals,1,"Edgar Emmanuel Rangel Páez He/Him
Carlos Martinez He/Him","Dimir Excruciator
Dimir Midrange",Carlos Martinez won 2-0-0
Quarterfinals,2,"Jorge Lopez He/Him
Rainman Sian He/Him","Mono-Green Landfall
Dimir Midrange",Jorge Lopez won 2-0-0
Quarterfinals,3,"Juanmi Sierra
Ivan Saenz He/Him","Izzet Midrange
Mono-Green Landfall",Ivan Saenz won 2-0-0
Quarterfinals,4,"Julio Cesar Soto He/Him
Isabel She/Her","Dimir Midrange
Jeskai Control",Isabel won 2-1-0
Semifinals,1,"Carlos Martinez He/Him
Jorge Lopez He/Him","Dimir Midrange
Mono-Green Landfall",Jorge Lopez won 2-0-0
Semifinals,2,"Ivan Saenz He/Him
Isabel She/Her","Mono-Green Landfall
Jeskai Control",Ivan Saenz won 2-0-0
Finals,1,"Jorge Lopez He/Him
Ivan Saenz He/Him","Mono-Green Landfall
Mono-Green Landfall",Jorge Lopez won 2-0-0
